 batch,IMC_val,history_count,variance,stdv,rel_err,batch_time
506,  1.2508366E+01,144805,  3.0897530E-05,  5.5585547E-03,  2.2693799E+01,  2.1090000E-03
507,  1.2483823E+01,146253,  3.0592463E-05,  5.5310454E-03,  2.2647308E+01,  1.8960000E-03
508,  1.2502709E+01,147715,  3.0290086E-05,  5.5036430E-03,  2.2683084E+01,  2.7880000E-03
509,  1.2463061E+01,149192,  2.9997002E-05,  5.4769519E-03,  2.2607980E+01,  2.9320000E-03
510,  1.2499629E+01,150683,  2.9700332E-05,  5.4498011E-03,  2.2677249E+01,  2.1479998E-03
511,  1.2547685E+01,152189,  2.9424724E-05,  5.4244561E-03,  2.2768278E+01,  1.5210002E-03
512,  1.2517739E+01,153710,  2.9136924E-05,  5.3978629E-03,  2.2711553E+01,  2.7310001E-03
513,  1.2449850E+01,155247,  2.8861569E-05,  5.3722964E-03,  2.2582956E+01,  1.5429999E-03
514,  1.2531607E+01,156799,  2.8584460E-05,  5.3464437E-03,  2.2737823E+01,  8.9400006E-04
515,  1.2474344E+01,158366,  2.8304308E-05,  5.3201793E-03,  2.2629354E+01,  1.5199999E-03
516,  1.2478565E+01,159949,  2.8025858E-05,  5.2939454E-03,  2.2637349E+01,  1.4259999E-03
517,  1.2513301E+01,161548,  2.7750543E-05,  5.2678784E-03,  2.2703148E+01,  1.4530001E-03
518,  1.2510535E+01,163163,  2.7477348E-05,  5.2418840E-03,  2.2697908E+01,  1.3960002E-03
519,  1.2504216E+01,164794,  2.7205913E-05,  5.2159288E-03,  2.2685939E+01,  1.4189999E-03
520,  1.2480425E+01,166441,  2.6937974E-05,  5.1901805E-03,  2.2640872E+01,  1.4209999E-03
521,  1.2530073E+01,168105,  2.6678637E-05,  5.1651366E-03,  2.2734916E+01,  2.7790000E-03
522,  1.2474621E+01,169786,  2.6416950E-05,  5.1397423E-03,  2.2629877E+01,  2.3670001E-03
523,  1.2506063E+01,171483,  2.6156238E-05,  5.1143169E-03,  2.2689437E+01,  1.2889998E-03
524,  1.2490312E+01,173197,  2.5897516E-05,  5.0889602E-03,  2.2659601E+01,  1.3060002E-03
525,  1.2493820E+01,174928,  2.5641254E-05,  5.0637193E-03,  2.2666246E+01,  1.3140000E-03
526,  1.2496224E+01,176677,  2.5387427E-05,  5.0385937E-03,  2.2670799E+01,  1.3480000E-03
527,  1.2490527E+01,178443,  2.5136286E-05,  5.0136101E-03,  2.2660007E+01,  1.5060001E-03
528,  1.2500201E+01,180227,  2.4887619E-05,  4.9887493E-03,  2.2678333E+01,  1.3349999E-03
529,  1.2494130E+01,182029,  2.4641247E-05,  4.9639950E-03,  2.2666833E+01,  1.2250000E-03
530,  1.2481369E+01,183849,  2.4398323E-05,  4.9394658E-03,  2.2642660E+01,  1.2389999E-03
531,  1.2492859E+01,185687,  2.4156842E-05,  4.9149610E-03,  2.2664426E+01,  1.2520000E-03
532,  1.2487850E+01,187543,  2.3918046E-05,  4.8906080E-03,  2.2654936E+01,  1.2689999E-03
533,  1.2529692E+01,189418,  2.3687637E-05,  4.8669947E-03,  2.2734196E+01,  1.3170000E-03
534,  1.2509645E+01,191312,  2.3454240E-05,  4.8429578E-03,  2.2696222E+01,  1.2930001E-03
535,  1.2524156E+01,193225,  2.3226404E-05,  4.8193779E-03,  2.2723708E+01,  1.4060000E-03
536,  1.2496662E+01,195157,  2.2996480E-05,  4.7954645E-03,  2.2671628E+01,  1.2080001E-03
537,  1.2497240E+01,197108,  2.2768879E-05,  4.7716746E-03,  2.2672725E+01,  1.2129999E-03
538,  1.2496429E+01,199079,  2.2543461E-05,  4.7479955E-03,  2.2671188E+01,  1.2220000E-03
539,  1.2491282E+01,201069,  2.2320419E-05,  4.7244490E-03,  2.2661438E+01,  1.2389999E-03
540,  1.2508787E+01,203079,  2.2100416E-05,  4.7011079E-03,  2.2694596E+01,  1.2690001E-03
541,  1.2520637E+01,205109,  2.1884844E-05,  4.6781240E-03,  2.2717044E+01,  1.2100001E-03
542,  1.2494180E+01,207160,  2.1668176E-05,  4.6549088E-03,  2.2666928E+01,  1.1709998E-03
543,  1.2492983E+01,209231,  2.1453723E-05,  4.6318164E-03,  2.2664660E+01,  1.1850002E-03
544,  1.2511174E+01,211323,  2.1242547E-05,  4.6089638E-03,  2.2699119E+01,  1.1980000E-03
545,  1.2465991E+01,213436,  2.1036242E-05,  4.5865283E-03,  2.2613530E+01,  1.2099999E-03
546,  1.2505150E+01,215570,  2.0828458E-05,  4.5638205E-03,  2.2687708E+01,  1.2220000E-03
547,  1.2515329E+01,217725,  2.0624161E-05,  4.5413832E-03,  2.2706989E+01,  1.2260000E-03
548,  1.2518894E+01,219902,  2.0422528E-05,  4.5191291E-03,  2.2713742E+01,  1.1630000E-03
549,  1.2494098E+01,222101,  2.0220331E-05,  4.4967023E-03,  2.2666772E+01,  1.1739999E-03
550,  1.2518343E+01,224322,  2.0022500E-05,  4.4746509E-03,  2.2712698E+01,  1.1900000E-03
551,  1.2503834E+01,226565,  1.9824597E-05,  4.4524821E-03,  2.2685214E+01,  1.2070001E-03
552,  1.2517437E+01,228830,  1.9630502E-05,  4.4306322E-03,  2.2710982E+01,  1.2129999E-03
553,  1.2523390E+01,231118,  1.9439558E-05,  4.4090314E-03,  2.2722258E+01,  1.2389999E-03
554,  1.2494516E+01,233429,  1.9247105E-05,  4.3871522E-03,  2.2667564E+01,  1.2380001E-03
555,  1.2498889E+01,235763,  1.9056613E-05,  4.3653881E-03,  2.2675848E+01,  1.3009999E-03
556,  1.2487367E+01,238120,  1.8868255E-05,  4.3437604E-03,  2.2654023E+01,  1.1730001E-03
557,  1.2481088E+01,240501,  1.8682305E-05,  4.3223032E-03,  2.2642128E+01,  1.1880000E-03
558,  1.2505319E+01,242906,  1.8497738E-05,  4.3008997E-03,  2.2688028E+01,  1.1930000E-03
559,  1.2498395E+01,245335,  1.8314633E-05,  4.2795599E-03,  2.2674911E+01,  1.2069999E-03
560,  1.2490805E+01,247788,  1.8133410E-05,  4.2583341E-03,  2.2660535E+01,  1.2410001E-03
561,  1.2506162E+01,250265,  1.7954396E-05,  4.2372628E-03,  2.2689625E+01,  1.3760000E-03
562,  1.2482654E+01,252767,  1.7777318E-05,  4.2163156E-03,  2.2645094E+01,  1.3610001E-03
563,  1.2506949E+01,255294,  1.7601873E-05,  4.1954586E-03,  2.2691115E+01,  1.2530000E-03
564,  1.2506533E+01,257846,  1.7428139E-05,  4.1747022E-03,  2.2690328E+01,  1.2650001E-03
565,  1.2491126E+01,260424,  1.7255684E-05,  4.1539961E-03,  2.2661142E+01,  1.2810000E-03
566,  1.2489592E+01,263028,  1.7084979E-05,  4.1333980E-03,  2.2658236E+01,  1.2970001E-03
567,  1.2489979E+01,265658,  1.6915949E-05,  4.1129003E-03,  2.2658969E+01,  1.3029999E-03
568,  1.2514737E+01,268314,  1.6749891E-05,  4.0926631E-03,  2.2705867E+01,  1.4100000E-03
569,  1.2501765E+01,270997,  1.6584206E-05,  4.0723711E-03,  2.2681296E+01,  1.3780000E-03
570,  1.2490902E+01,273706,  1.6420139E-05,  4.0521771E-03,  2.2660718E+01,  1.3470000E-03
571,  1.2510142E+01,276443,  1.6258347E-05,  4.0321641E-03,  2.2697163E+01,  1.3590001E-03
572,  1.2511285E+01,279207,  1.6098293E-05,  4.0122678E-03,  2.2699328E+01,  1.3700000E-03
573,  1.2481927E+01,281999,  1.5939558E-05,  3.9924376E-03,  2.2643717E+01,  1.3830001E-03
574,  1.2487424E+01,284819,  1.5781966E-05,  3.9726523E-03,  2.2654129E+01,  1.3969999E-03
575,  1.2490725E+01,287667,  1.5625797E-05,  3.9529479E-03,  2.2660383E+01,  1.4159998E-03
576,  1.2493796E+01,290543,  1.5471130E-05,  3.9333358E-03,  2.2666200E+01,  1.4260001E-03
577,  1.2504567E+01,293448,  1.5318256E-05,  3.9138544E-03,  2.2686603E+01,  1.4449998E-03
578,  1.2495492E+01,296382,  1.5166614E-05,  3.8944337E-03,  2.2669413E+01,  1.4630000E-03
579,  1.2518449E+01,299345,  1.5018253E-05,  3.8753391E-03,  2.2712899E+01,  1.4760001E-03
580,  1.2538591E+01,302338,  1.4875711E-05,  3.8569043E-03,  2.2751052E+01,  1.5479999E-03
581,  1.2500460E+01,305361,  1.4728523E-05,  3.8377757E-03,  2.2678824E+01,  1.5280000E-03
582,  1.2507791E+01,308414,  1.4583207E-05,  3.8187965E-03,  2.2692709E+01,  1.5200002E-03
583,  1.2478252E+01,311498,  1.4439789E-05,  3.7999723E-03,  2.2636756E+01,  1.5370001E-03
584,  1.2512588E+01,314612,  1.4297784E-05,  3.7812410E-03,  2.2701796E+01,  1.5519999E-03
585,  1.2512845E+01,317758,  1.4157161E-05,  3.7626003E-03,  2.2702284E+01,  1.5690001E-03
586,  1.2498295E+01,320935,  1.4017038E-05,  3.7439335E-03,  2.2674722E+01,  1.5809999E-03
587,  1.2491544E+01,324144,  1.3878321E-05,  3.7253619E-03,  2.2661935E+01,  1.6020001E-03
588,  1.2489045E+01,327385,  1.3741062E-05,  3.7068939E-03,  2.2657200E+01,  1.6089999E-03
589,  1.2518144E+01,330658,  1.3606579E-05,  3.6887097E-03,  2.2712321E+01,  1.6369999E-03
590,  1.2502519E+01,333964,  1.3472024E-05,  3.6704256E-03,  2.2682723E+01,  1.6470000E-03
591,  1.2499298E+01,337303,  1.3338702E-05,  3.6522188E-03,  2.2676621E+01,  1.6830000E-03
592,  1.2487848E+01,340676,  1.3206816E-05,  3.6341183E-03,  2.2654933E+01,  1.6780000E-03
593,  1.2488551E+01,344082,  1.3076230E-05,  3.6161071E-03,  2.2656265E+01,  1.6910001E-03
594,  1.2486086E+01,347522,  1.2947055E-05,  3.5982017E-03,  2.2651596E+01,  1.7049999E-03
595,  1.2486113E+01,350997,  1.2819132E-05,  3.5803816E-03,  2.2651646E+01,  1.7250001E-03
596,  1.2491314E+01,354506,  1.2692296E-05,  3.5626249E-03,  2.2661499E+01,  1.7479998E-03
597,  1.2518272E+01,358051,  1.2568064E-05,  3.5451465E-03,  2.2712563E+01,  1.7600001E-03
598,  1.2478838E+01,361631,  1.2444425E-05,  3.5276656E-03,  2.2637866E+01,  1.7829998E-03
599,  1.2491737E+01,365247,  1.2321264E-05,  3.5101658E-03,  2.2662300E+01,  1.7920001E-03
600,  1.2504767E+01,368899,  1.2199513E-05,  3.4927802E-03,  2.2686982E+01,  1.8099998E-03
601,  1.2482308E+01,372588,  1.2079201E-05,  3.4755145E-03,  2.2644438E+01,  4.8479999E-03
602,  1.2502102E+01,376313,  1.1959744E-05,  3.4582863E-03,  2.2681933E+01,  4.8900000E-03
603,  1.2503705E+01,380076,  1.1841507E-05,  3.4411490E-03,  2.2684969E+01,  7.3670000E-03
604,  1.2499935E+01,383876,  1.1724335E-05,  3.4240817E-03,  2.2677828E+01,  4.9840000E-03
605,  1.2515668E+01,387714,  1.1609308E-05,  3.4072435E-03,  2.2707631E+01,  3.0729999E-03
606,  1.2479202E+01,391591,  1.1495060E-05,  3.3904365E-03,  2.2638555E+01,  5.4430000E-03
607,  1.2511959E+01,395506,  1.1381945E-05,  3.3737139E-03,  2.2700606E+01,  3.3960000E-03
608,  1.2508352E+01,399461,  1.1269656E-05,  3.3570309E-03,  2.2693772E+01,  3.8320001E-03
609,  1.2469927E+01,403455,  1.1159735E-05,  3.3406189E-03,  2.2620986E+01,  3.2560001E-03
610,  1.2522232E+01,407489,  1.1050988E-05,  3.3243027E-03,  2.2720064E+01,  3.1209998E-03
611,  1.2498395E+01,411563,  1.0941614E-05,  3.3078110E-03,  2.2674911E+01,  3.1380001E-03
612,  1.2509007E+01,415678,  1.0833723E-05,  3.2914621E-03,  2.2695014E+01,  3.0620000E-03
613,  1.2511187E+01,419834,  1.0727047E-05,  3.2752171E-03,  2.2699143E+01,  2.8180000E-03
614,  1.2494910E+01,424032,  1.0620848E-05,  3.2589643E-03,  2.2668311E+01,  2.8460000E-03
615,  1.2486359E+01,428272,  1.0515904E-05,  3.2428235E-03,  2.2652112E+01,  2.7979999E-03
616,  1.2509130E+01,432554,  1.0412218E-05,  3.2267969E-03,  2.2695246E+01,  2.6580000E-03
617,  1.2500484E+01,436879,  1.0309191E-05,  3.2107929E-03,  2.2678869E+01,  2.7280001E-03
618,  1.2477026E+01,441247,  1.0207931E-05,  3.1949853E-03,  2.2634433E+01,  2.6529999E-03
619,  1.2516718E+01,445659,  1.0107861E-05,  3.1792862E-03,  2.2709620E+01,  2.5360000E-03
620,  1.2499249E+01,450115,  1.0007823E-05,  3.1635143E-03,  2.2676530E+01,  2.5540001E-03
621,  1.2514482E+01,454616,  9.9095077E-06,  3.1479371E-03,  2.2705384E+01,  2.4970002E-03
622,  1.2500851E+01,459162,  9.8114526E-06,  3.1323238E-03,  2.2679564E+01,  2.4269999E-03
623,  1.2504314E+01,463753,  9.7144782E-06,  3.1168058E-03,  2.2686123E+01,  2.4570001E-03
624,  1.2477536E+01,468390,  9.6190182E-06,  3.1014542E-03,  2.2635399E+01,  2.4780000E-03
625,  1.2486758E+01,473073,  9.5239704E-06,  3.0860931E-03,  2.2652869E+01,  2.4480000E-03
626,  1.2507423E+01,477803,  9.4299715E-06,  3.0708259E-03,  2.2692014E+01,  2.3439999E-03
627,  1.2484619E+01,482581,  9.3368641E-06,  3.0556283E-03,  2.2648816E+01,  2.3699999E-03
628,  1.2492999E+01,487406,  9.2444508E-06,  3.0404689E-03,  2.2664690E+01,  2.3960001E-03
629,  1.2495150E+01,492280,  9.1529233E-06,  3.0253799E-03,  2.2668764E+01,  2.5320000E-03
630,  1.2506591E+01,497202,  9.0625500E-06,  3.0104069E-03,  2.2690438E+01,  2.4389999E-03
631,  1.2497331E+01,502174,  8.9728267E-06,  2.9954677E-03,  2.2672896E+01,  2.4780000E-03
632,  1.2507273E+01,507195,  8.8842593E-06,  2.9806475E-03,  2.2691729E+01,  2.5450001E-03
633,  1.2488656E+01,512266,  8.7964121E-06,  2.9658746E-03,  2.2656464E+01,  2.5130000E-03
634,  1.2495152E+01,517388,  8.7093306E-06,  2.9511575E-03,  2.2668769E+01,  2.5380000E-03
635,  1.2507924E+01,522561,  8.6233952E-06,  2.9365618E-03,  2.2692961E+01,  2.5680000E-03
636,  1.2488763E+01,527786,  8.5381187E-06,  2.9220059E-03,  2.2656666E+01,  2.6150001E-03
637,  1.2491436E+01,533063,  8.4536321E-06,  2.9075130E-03,  2.2661730E+01,  2.6150001E-03
638,  1.2499214E+01,538393,  8.3699641E-06,  2.8930890E-03,  2.2676464E+01,  2.6469999E-03
639,  1.2501641E+01,543776,  8.2871698E-06,  2.8787445E-03,  2.2681059E+01,  2.6970000E-03
640,  1.2492723E+01,549213,  8.2051471E-06,  2.8644628E-03,  2.2664168E+01,  2.6950000E-03
641,  1.2527303E+01,554705,  8.1256956E-06,  2.8505606E-03,  2.2729670E+01,  2.7689999E-03
642,  1.2491336E+01,560252,  8.0452801E-06,  2.8364203E-03,  2.2661541E+01,  2.7490000E-03
643,  1.2491541E+01,565854,  7.9656638E-06,  2.8223508E-03,  2.2661929E+01,  2.7790000E-03
644,  1.2514052E+01,571512,  7.8873826E-06,  2.8084484E-03,  2.2704570E+01,  2.8290001E-03
645,  1.2491159E+01,577227,  7.8093296E-06,  2.7945178E-03,  2.2661205E+01,  2.8730000E-03
646,  1.2508072E+01,582999,  7.7322683E-06,  2.7806957E-03,  2.2693241E+01,  2.8630001E-03
647,  1.2501597E+01,588829,  7.6557664E-06,  2.7669056E-03,  2.2680977E+01,  2.8879999E-03
648,  1.2502275E+01,594717,  7.5800388E-06,  2.7531870E-03,  2.2682261E+01,  2.9180001E-03
649,  1.2503244E+01,600664,  7.5050806E-06,  2.7395402E-03,  2.2684097E+01,  2.9469999E-03
650,  1.2500729E+01,606670,  7.4308188E-06,  2.7259528E-03,  2.2679333E+01,  2.9430001E-03
651,  1.2507409E+01,612736,  7.3574698E-06,  2.7124656E-03,  2.2691986E+01,  2.9279999E-03
652,  1.2501724E+01,618863,  7.2846818E-06,  2.6990150E-03,  2.2681218E+01,  2.9539999E-03
653,  1.2514438E+01,625051,  7.2131098E-06,  2.6857233E-03,  2.2705300E+01,  2.9720000E-03
654,  1.2492036E+01,631301,  7.1417230E-06,  2.6724002E-03,  2.2662867E+01,  2.9920000E-03
655,  1.2488038E+01,637614,  7.0711113E-06,  2.6591561E-03,  2.2655293E+01,  3.1100002E-03
656,  1.2522570E+01,643990,  7.0022001E-06,  2.6461671E-03,  2.2720705E+01,  3.0990001E-03
657,  1.2511797E+01,650429,  6.9332642E-06,  2.6331092E-03,  2.2700299E+01,  3.0990001E-03
658,  1.2511699E+01,656933,  6.8649947E-06,  2.6201135E-03,  2.2700113E+01,  3.1239998E-03
659,  1.2489854E+01,663502,  6.7970854E-06,  2.6071220E-03,  2.2658733E+01,  3.1520000E-03
660,  1.2502878E+01,670137,  6.7298574E-06,  2.5941969E-03,  2.2683404E+01,  3.1860000E-03
661,  1.2503201E+01,676838,  6.6633043E-06,  2.5813377E-03,  2.2684016E+01,  3.2210001E-03
662,  1.2511455E+01,683606,  6.5976810E-06,  2.5685951E-03,  2.2699651E+01,  3.2720000E-03
663,  1.2492493E+01,690442,  6.5323765E-06,  2.5558514E-03,  2.2663731E+01,  3.2830001E-03
664,  1.2490590E+01,697346,  6.4677463E-06,  2.5431764E-03,  2.2660128E+01,  3.3100001E-03
665,  1.2503729E+01,704319,  6.4037966E-06,  2.5305724E-03,  2.2685015E+01,  3.3570000E-03
666,  1.2506927E+01,711362,  6.3405596E-06,  2.5180468E-03,  2.2691072E+01,  3.4960001E-03
667,  1.2500310E+01,718475,  6.2778119E-06,  2.5055562E-03,  2.2678539E+01,  3.4289998E-03
668,  1.2490743E+01,725659,  6.2157011E-06,  2.4931308E-03,  2.2660416E+01,  3.4790002E-03
669,  1.2483497E+01,732915,  6.1543804E-06,  2.4808024E-03,  2.2646692E+01,  3.4880000E-03
670,  1.2498391E+01,740244,  6.0934544E-06,  2.4684923E-03,  2.2674904E+01,  3.5300001E-03
671,  1.2504875E+01,747646,  6.0332300E-06,  2.4562634E-03,  2.2687185E+01,  3.5589999E-03
672,  1.2488287E+01,755122,  5.9735791E-06,  2.4440906E-03,  2.2655765E+01,  3.6870001E-03
673,  1.2503763E+01,762673,  5.9145137E-06,  2.4319773E-03,  2.2685080E+01,  3.6509999E-03
674,  1.2493372E+01,770299,  5.8559692E-06,  2.4199110E-03,  2.2665396E+01,  3.6560001E-03
675,  1.2495703E+01,778002,  5.7979894E-06,  2.4079014E-03,  2.2669812E+01,  3.7029998E-03
676,  1.2497971E+01,785782,  5.7405881E-06,  2.3959525E-03,  2.2674109E+01,  3.7290000E-03
677,  1.2494263E+01,793639,  5.6837606E-06,  2.3840639E-03,  2.2667085E+01,  3.8090001E-03
678,  1.2503529E+01,801575,  5.6275575E-06,  2.3722474E-03,  2.2684636E+01,  3.8059999E-03
679,  1.2487048E+01,809590,  5.5719451E-06,  2.3604968E-03,  2.2653418E+01,  3.8550000E-03
680,  1.2505467E+01,817685,  5.5168909E-06,  2.3488063E-03,  2.2688309E+01,  3.9019999E-03
681,  1.2500074E+01,825861,  5.4622930E-06,  2.3371549E-03,  2.2678093E+01,  4.0230001E-03
682,  1.2507472E+01,834119,  5.4083696E-06,  2.3255902E-03,  2.2692106E+01,  3.9760000E-03
683,  1.2510941E+01,842460,  5.3550830E-06,  2.3141052E-03,  2.2698678E+01,  4.0279999E-03
684,  1.2505424E+01,850884,  5.3021672E-06,  2.3026435E-03,  2.2688227E+01,  4.0430001E-03
685,  1.2498292E+01,859392,  5.2496809E-06,  2.2912182E-03,  2.2674717E+01,  4.0869999E-03
686,  1.2485239E+01,867985,  5.1978464E-06,  2.2798786E-03,  2.2649991E+01,  4.1280000E-03
687,  1.2493187E+01,876664,  5.1463975E-06,  2.2685673E-03,  2.2665046E+01,  4.1660001E-03
688,  1.2491629E+01,885430,  5.0954695E-06,  2.2573147E-03,  2.2662095E+01,  4.2630001E-03
689,  1.2504593E+01,894284,  5.0451010E-06,  2.2461302E-03,  2.2686652E+01,  4.3490001E-03
690,  1.2494258E+01,903226,  4.9951580E-06,  2.2349850E-03,  2.2667076E+01,  4.2949999E-03
691,  1.2502097E+01,912258,  4.9457412E-06,  2.2239023E-03,  2.2681925E+01,  4.3390000E-03
692,  1.2501639E+01,921380,  4.8968092E-06,  2.2128735E-03,  2.2681057E+01,  4.3770000E-03
693,  1.2487505E+01,930593,  4.8484104E-06,  2.2019106E-03,  2.2654283E+01,  4.4400000E-03
694,  1.2506314E+01,939898,  4.8005209E-06,  2.1910091E-03,  2.2689912E+01,  4.4779999E-03
695,  1.2495733E+01,949297,  4.7529911E-06,  2.1801356E-03,  2.2669869E+01,  4.5139999E-03
696,  1.2499774E+01,958789,  4.7059501E-06,  2.1693202E-03,  2.2677523E+01,  4.6800000E-03
697,  1.2491030E+01,968376,  4.6593879E-06,  2.1585615E-03,  2.2660961E+01,  4.5980001E-03
698,  1.2500513E+01,978059,  4.6132783E-06,  2.1478543E-03,  2.2678923E+01,  4.6440000E-03
699,  1.2503619E+01,987839,  4.5676612E-06,  2.1372087E-03,  2.2684808E+01,  4.7769998E-03
700,  1.2503149E+01,997717,  4.5224873E-06,  2.1266140E-03,  2.2683917E+01,  4.8010000E-03
701,  1.2495918E+01,1007694,  4.4777110E-06,  2.1160602E-03,  2.2670220E+01,  1.5387000E-02
702,  1.2491940E+01,1017770,  4.4333989E-06,  2.1055638E-03,  2.2662685E+01,  1.0025000E-02
703,  1.2492964E+01,1027947,  4.3895168E-06,  2.0951174E-03,  2.2664624E+01,  1.0380000E-02
704,  1.2504368E+01,1038226,  4.3461228E-06,  2.0847357E-03,  2.2686226E+01,  8.2730001E-03
705,  1.2493476E+01,1048608,  4.3030999E-06,  2.0743914E-03,  2.2665594E+01,  7.6810000E-03
706,  1.2517318E+01,1059094,  4.2609166E-06,  2.0641988E-03,  2.2710757E+01,  7.0489999E-03
707,  1.2498036E+01,1069684,  4.2187361E-06,  2.0539562E-03,  2.2674232E+01,  7.4870002E-03
708,  1.2503825E+01,1080380,  4.1770232E-06,  2.0437767E-03,  2.2685197E+01,  6.1450000E-03
709,  1.2498022E+01,1091183,  4.1356725E-06,  2.0336353E-03,  2.2674205E+01,  5.8620002E-03
710,  1.2516037E+01,1102094,  4.0950841E-06,  2.0236314E-03,  2.2708330E+01,  5.7840000E-03
711,  1.2499151E+01,1113114,  4.0545496E-06,  2.0135912E-03,  2.2676344E+01,  5.4629999E-03
712,  1.2501736E+01,1124245,  4.0144327E-06,  2.0036049E-03,  2.2681241E+01,  5.5530001E-03
713,  1.2496772E+01,1135487,  3.9746876E-06,  1.9936619E-03,  2.2671837E+01,  5.6280000E-03
714,  1.2499863E+01,1146841,  3.9353485E-06,  1.9837713E-03,  2.2677693E+01,  5.6349998E-03
715,  1.2504056E+01,1158309,  3.8964383E-06,  1.9739398E-03,  2.2685636E+01,  5.6860000E-03
716,  1.2504475E+01,1169892,  3.8579173E-06,  1.9641582E-03,  2.2686428E+01,  5.7490000E-03
717,  1.2507007E+01,1181590,  3.8198201E-06,  1.9544360E-03,  2.2691224E+01,  5.8090000E-03
718,  1.2502590E+01,1193405,  3.7820359E-06,  1.9447457E-03,  2.2682858E+01,  5.8810001E-03
719,  1.2497673E+01,1205339,  3.7445917E-06,  1.9350947E-03,  2.2673545E+01,  6.0089999E-03
720,  1.2489730E+01,1217392,  3.7075533E-06,  1.9255008E-03,  2.2658497E+01,  5.9819999E-03
721,  1.2488807E+01,1229565,  3.6708932E-06,  1.9159575E-03,  2.2656749E+01,  6.0360001E-03
722,  1.2501684E+01,1241860,  3.6345729E-06,  1.9064556E-03,  2.2681141E+01,  5.9990000E-03
723,  1.2505287E+01,1254278,  3.5986530E-06,  1.8970116E-03,  2.2687967E+01,  5.9880002E-03
724,  1.2503049E+01,1266820,  3.5630607E-06,  1.8876071E-03,  2.2683728E+01,  6.0780002E-03
725,  1.2502543E+01,1279488,  3.5278135E-06,  1.8782475E-03,  2.2682770E+01,  6.1340001E-03
726,  1.2498854E+01,1292282,  3.4928919E-06,  1.8689280E-03,  2.2675782E+01,  6.1919999E-03
727,  1.2502634E+01,1305204,  3.4583413E-06,  1.8596616E-03,  2.2682941E+01,  6.2380000E-03
728,  1.2500315E+01,1318256,  3.4241123E-06,  1.8504357E-03,  2.2678548E+01,  6.2899999E-03
729,  1.2500941E+01,1331438,  3.3902274E-06,  1.8412570E-03,  2.2679735E+01,  6.3400001E-03
730,  1.2504504E+01,1344752,  3.3567110E-06,  1.8321329E-03,  2.2686484E+01,  6.4900001E-03
731,  1.2504090E+01,1358199,  3.3235213E-06,  1.8230527E-03,  2.2685700E+01,  6.4500000E-03
732,  1.2501661E+01,1371781,  3.2906354E-06,  1.8140109E-03,  2.2681098E+01,  6.5390000E-03
733,  1.2496616E+01,1385498,  3.2580568E-06,  1.8050088E-03,  2.2671541E+01,  6.6710000E-03
734,  1.2497853E+01,1399353,  3.2258003E-06,  1.7960513E-03,  2.2673885E+01,  6.7120001E-03
735,  1.2498794E+01,1413346,  3.1938669E-06,  1.7871393E-03,  2.2675668E+01,  6.7360001E-03
736,  1.2503890E+01,1427479,  3.1622848E-06,  1.7782814E-03,  2.2685321E+01,  6.8330001E-03
737,  1.2491261E+01,1441753,  3.1309950E-06,  1.7694618E-03,  2.2661399E+01,  6.8570001E-03
738,  1.2505285E+01,1456170,  3.1000504E-06,  1.7606960E-03,  2.2687962E+01,  7.0950000E-03
739,  1.2495692E+01,1470731,  3.0693586E-06,  1.7519585E-03,  2.2669791E+01,  6.9760000E-03
740,  1.2508598E+01,1485438,  3.0390694E-06,  1.7432927E-03,  2.2694239E+01,  7.1190000E-03
741,  1.2497873E+01,1500292,  3.0089818E-06,  1.7346417E-03,  2.2673922E+01,  7.1320001E-03
742,  1.2495618E+01,1515294,  2.9791921E-06,  1.7260336E-03,  2.2669651E+01,  7.2900001E-03
743,  1.2490313E+01,1530446,  2.9497213E-06,  1.7174753E-03,  2.2659602E+01,  7.3149998E-03
744,  1.2499860E+01,1545750,  2.9205247E-06,  1.7089543E-03,  2.2677687E+01,  7.3820001E-03
745,  1.2507238E+01,1561207,  2.8916843E-06,  1.7004953E-03,  2.2691662E+01,  7.4479999E-03
746,  1.2499072E+01,1576819,  2.8630583E-06,  1.6920574E-03,  2.2676195E+01,  7.5070001E-03
747,  1.2492247E+01,1592587,  2.8347225E-06,  1.6836634E-03,  2.2663267E+01,  7.6830001E-03
748,  1.2500706E+01,1608512,  2.8066688E-06,  1.6753116E-03,  2.2679289E+01,  7.6620001E-03
749,  1.2499627E+01,1624597,  2.7788864E-06,  1.6669992E-03,  2.2677246E+01,  7.8410001E-03
750,  1.2503506E+01,1640843,  2.7514030E-06,  1.6587354E-03,  2.2684594E+01,  7.6979999E-03
751,  1.2499705E+01,1657251,  2.7241684E-06,  1.6505055E-03,  2.2677393E+01,  7.8040001E-03
752,  1.2508993E+01,1673823,  2.6972910E-06,  1.6423432E-03,  2.2694987E+01,  7.7050000E-03
753,  1.2483548E+01,1690561,  2.6706842E-06,  1.6342228E-03,  2.2646789E+01,  7.8570000E-03
754,  1.2497425E+01,1707466,  2.6442433E-06,  1.6261129E-03,  2.2673074E+01,  7.8419999E-03
755,  1.2504188E+01,1724540,  2.6180982E-06,  1.6180538E-03,  2.2685886E+01,  8.0750000E-03
756,  1.2502837E+01,1741785,  2.5922003E-06,  1.6100312E-03,  2.2683326E+01,  8.0009999E-03
757,  1.2505467E+01,1759202,  2.5665821E-06,  1.6020556E-03,  2.2688308E+01,  8.2479999E-03
