 batch,IMC_val,history_count,variance,stdv,rel_err,batch_time
253,  1.2521963E+01,11726,  3.4860457E-04,  1.8670955E-02,  2.2719555E+01,  2.1900004E-04
254,  1.2516515E+01,11843,  3.4522406E-04,  1.8580206E-02,  2.2709236E+01,  2.1199998E-04
255,  1.2408510E+01,11961,  3.4235886E-04,  1.8502942E-02,  2.2504648E+01,  1.3699988E-04
256,  1.2665656E+01,12080,  3.4156593E-04,  1.8481502E-02,  2.2991743E+01,  1.3800012E-04
257,  1.2500990E+01,12200,  3.3821683E-04,  1.8390672E-02,  2.2679828E+01,  1.3900013E-04
258,  1.2520797E+01,12322,  3.3494699E-04,  1.8301557E-02,  2.2717347E+01,  3.2599992E-04
259,  1.2514098E+01,12445,  3.3168417E-04,  1.8212198E-02,  2.2704657E+01,  2.3299991E-04
260,  1.2423159E+01,12569,  3.2876295E-04,  1.8131821E-02,  2.2532396E+01,  2.0800019E-04
261,  1.2489447E+01,12694,  3.2552531E-04,  1.8042320E-02,  2.2657961E+01,  1.4500017E-04
262,  1.2536441E+01,12820,  3.2249708E-04,  1.7958204E-02,  2.2746980E+01,  2.4400000E-04
263,  1.2543940E+01,12948,  3.1953547E-04,  1.7875555E-02,  2.2761184E+01,  1.4900020E-04
264,  1.2434190E+01,13077,  3.1661925E-04,  1.7793798E-02,  2.2553292E+01,  1.5099999E-04
265,  1.2461021E+01,13207,  3.1356428E-04,  1.7707746E-02,  2.2604117E+01,  1.5199999E-04
266,  1.2478204E+01,13339,  3.1047068E-04,  1.7620178E-02,  2.2636666E+01,  1.5300000E-04
267,  1.2520978E+01,13472,  3.0747867E-04,  1.7535070E-02,  2.2717690E+01,  1.5400001E-04
268,  1.2536518E+01,13606,  3.0461129E-04,  1.7453117E-02,  2.2747125E+01,  1.7299992E-04
269,  1.2604558E+01,13742,  3.0255139E-04,  1.7394004E-02,  2.2876009E+01,  2.0099990E-04
270,  1.2498593E+01,13879,  2.9956972E-04,  1.7308082E-02,  2.2675287E+01,  1.6000005E-04
271,  1.2473629E+01,14017,  2.9663982E-04,  1.7223235E-02,  2.2628000E+01,  1.6200007E-04
272,  1.2428686E+01,14157,  2.9397234E-04,  1.7145622E-02,  2.2542866E+01,  1.6399985E-04
273,  1.2514987E+01,14298,  2.9111676E-04,  1.7062144E-02,  2.2706341E+01,  1.6600010E-04
274,  1.2518629E+01,14440,  2.8831013E-04,  1.6979697E-02,  2.2713240E+01,  1.6599987E-04
275,  1.2523481E+01,14584,  2.8553907E-04,  1.6897901E-02,  2.2722431E+01,  1.7699995E-04
276,  1.2490373E+01,14729,  2.8272789E-04,  1.6814514E-02,  2.2659715E+01,  1.7000013E-04
277,  1.2541967E+01,14876,  2.8011282E-04,  1.6736571E-02,  2.2757447E+01,  1.7100014E-04
278,  1.2552386E+01,15024,  2.7760756E-04,  1.6661559E-02,  2.2777183E+01,  1.7199991E-04
279,  1.2494364E+01,15174,  2.7486402E-04,  1.6579024E-02,  2.2667275E+01,  1.7399993E-04
280,  1.2445207E+01,15325,  2.7229015E-04,  1.6501217E-02,  2.2574161E+01,  2.0799995E-04
281,  1.2502331E+01,15478,  2.6960734E-04,  1.6419724E-02,  2.2682367E+01,  1.8400000E-04
282,  1.2460691E+01,15632,  2.6700807E-04,  1.6340381E-02,  2.2603491E+01,  2.0699995E-04
283,  1.2490018E+01,15788,  2.6436963E-04,  1.6259447E-02,  2.2659044E+01,  1.8199999E-04
284,  1.2447387E+01,15945,  2.6188242E-04,  1.6182782E-02,  2.2578290E+01,  2.4199998E-04
285,  1.2496541E+01,16104,  2.5929900E-04,  1.6102764E-02,  2.2671399E+01,  3.0099996E-04
286,  1.2445512E+01,16265,  2.5685531E-04,  1.6026706E-02,  2.2574739E+01,  3.0299998E-04
287,  1.2486671E+01,16427,  2.5432285E-04,  1.5947503E-02,  2.2652704E+01,  3.0700001E-04
288,  1.2582515E+01,16591,  2.5232092E-04,  1.5884613E-02,  2.2834256E+01,  3.2299990E-04
289,  1.2546037E+01,16756,  2.5001959E-04,  1.5812008E-02,  2.2765157E+01,  2.9099989E-04
290,  1.2438233E+01,16923,  2.4771424E-04,  1.5738940E-02,  2.2560951E+01,  1.9500009E-04
291,  1.2490253E+01,17092,  2.4526478E-04,  1.5660932E-02,  2.2659488E+01,  1.9599986E-04
292,  1.2460311E+01,17262,  2.4290186E-04,  1.5585309E-02,  2.2602771E+01,  2.0199991E-04
293,  1.2518440E+01,17434,  2.4055025E-04,  1.5509682E-02,  2.2712882E+01,  2.0400016E-04
294,  1.2466422E+01,17608,  2.3820584E-04,  1.5433918E-02,  2.2614348E+01,  2.0300015E-04
295,  1.2492389E+01,17784,  2.3584851E-04,  1.5357360E-02,  2.2663536E+01,  2.0799995E-04
296,  1.2417415E+01,17961,  2.3381995E-04,  1.5291172E-02,  2.2521516E+01,  2.1299999E-04
297,  1.2503153E+01,18140,  2.3152181E-04,  1.5215841E-02,  2.2683924E+01,  2.1100021E-04
298,  1.2454076E+01,18321,  2.2930547E-04,  1.5142836E-02,  2.2590961E+01,  2.1199998E-04
299,  1.2512466E+01,18504,  2.2706452E-04,  1.5068660E-02,  2.2701566E+01,  6.4999983E-04
300,  1.2458946E+01,18689,  2.2486873E-04,  1.4995624E-02,  2.2600185E+01,  2.5699986E-04
301,  1.2533928E+01,18875,  2.2275426E-04,  1.4924954E-02,  2.2742220E+01,  1.7400016E-04
302,  1.2509691E+01,19063,  2.2057716E-04,  1.4851840E-02,  2.2696309E+01,  1.4199992E-04
303,  1.2410192E+01,19253,  2.1873233E-04,  1.4789602E-02,  2.2507835E+01,  2.6899995E-04
304,  1.2571436E+01,19445,  2.1691227E-04,  1.4727942E-02,  2.2813268E+01,  2.7199998E-04
305,  1.2557499E+01,19639,  2.1499874E-04,  1.4662835E-02,  2.2786868E+01,  2.7299998E-04
306,  1.2482780E+01,19835,  2.1287712E-04,  1.4590309E-02,  2.2645333E+01,  2.7500000E-04
307,  1.2517088E+01,20033,  2.1080823E-04,  1.4519237E-02,  2.2710321E+01,  3.9399997E-04
308,  1.2529254E+01,20233,  2.0879806E-04,  1.4449846E-02,  2.2733365E+01,  3.8000010E-04
309,  1.2505731E+01,20435,  2.0674503E-04,  1.4378631E-02,  2.2688807E+01,  3.8100011E-04
310,  1.2494736E+01,20639,  2.0470219E-04,  1.4307417E-02,  2.2667981E+01,  4.9599982E-04
311,  1.2533715E+01,20845,  2.0276740E-04,  1.4239642E-02,  2.2741816E+01,  2.9000011E-04
312,  1.2487093E+01,21053,  2.0076468E-04,  1.4169145E-02,  2.2653503E+01,  2.9199990E-04
313,  1.2431619E+01,21263,  1.9894641E-04,  1.4104836E-02,  2.2548421E+01,  2.9699993E-04
314,  1.2504098E+01,21475,  1.9699068E-04,  1.4035337E-02,  2.2685714E+01,  5.8600004E-04
315,  1.2477817E+01,21689,  1.9505459E-04,  1.3966195E-02,  2.2635933E+01,  4.0399982E-04
316,  1.2524140E+01,21905,  1.9318204E-04,  1.3898994E-02,  2.2723680E+01,  4.0900009E-04
317,  1.2447919E+01,22124,  1.9135253E-04,  1.3833023E-02,  2.2579299E+01,  4.5699999E-04
318,  1.2571762E+01,22345,  1.8975334E-04,  1.3775098E-02,  2.2813885E+01,  4.1699992E-04
319,  1.2530501E+01,22568,  1.8794747E-04,  1.3709393E-02,  2.2735727E+01,  4.6400004E-04
320,  1.2590962E+01,22793,  1.8652876E-04,  1.3657553E-02,  2.2850255E+01,  4.2499998E-04
321,  1.2438722E+01,23020,  1.8480929E-04,  1.3594458E-02,  2.2561876E+01,  5.6699989E-04
322,  1.2514562E+01,23250,  1.8300441E-04,  1.3527912E-02,  2.2705536E+01,  4.7899992E-04
323,  1.2455126E+01,23482,  1.8125171E-04,  1.3462975E-02,  2.2592950E+01,  5.0500012E-04
324,  1.2515593E+01,23716,  1.7948838E-04,  1.3397327E-02,  2.2707488E+01,  4.5799999E-04
325,  1.2518135E+01,23953,  1.7774252E-04,  1.3332011E-02,  2.2712304E+01,  4.0600006E-04
326,  1.2575675E+01,24192,  1.7627981E-04,  1.3277041E-02,  2.2821299E+01,  2.8900011E-04
327,  1.2480858E+01,24433,  1.7454564E-04,  1.3211572E-02,  2.2641693E+01,  2.9100012E-04
328,  1.2466416E+01,24677,  1.7284520E-04,  1.3147060E-02,  2.2614336E+01,  2.8399983E-04
329,  1.2520160E+01,24923,  1.7117203E-04,  1.3083273E-02,  2.2716139E+01,  2.8800010E-04
330,  1.2567428E+01,25172,  1.6970682E-04,  1.3027157E-02,  2.2805677E+01,  3.2399991E-04
331,  1.2515759E+01,25423,  1.6805380E-04,  1.2963557E-02,  2.2707803E+01,  2.9400014E-04
332,  1.2431998E+01,25677,  1.6653042E-04,  1.2904666E-02,  2.2549139E+01,  2.9500015E-04
333,  1.2417860E+01,25933,  1.6509587E-04,  1.2848964E-02,  2.2522359E+01,  2.9699993E-04
334,  1.2462196E+01,26192,  1.6349582E-04,  1.2786548E-02,  2.2606343E+01,  5.1799999E-04
335,  1.2529643E+01,26453,  1.6193786E-04,  1.2725481E-02,  2.2734102E+01,  5.9399987E-04
336,  1.2422872E+01,26717,  1.6051326E-04,  1.2669383E-02,  2.2531853E+01,  5.1299995E-04
337,  1.2553191E+01,26984,  1.5906665E-04,  1.2612163E-02,  2.2778709E+01,  5.7399995E-04
338,  1.2551727E+01,27253,  1.5762946E-04,  1.2555057E-02,  2.2775936E+01,  4.3000001E-04
339,  1.2486733E+01,27525,  1.5607259E-04,  1.2492901E-02,  2.2652820E+01,  3.2099988E-04
340,  1.2442038E+01,27800,  1.5461680E-04,  1.2434501E-02,  2.2568159E+01,  3.4500007E-04
341,  1.2504875E+01,28078,  1.5309227E-04,  1.2373046E-02,  2.2687186E+01,  3.2099988E-04
342,  1.2554719E+01,28358,  1.5172111E-04,  1.2317512E-02,  2.2781603E+01,  3.2499991E-04
343,  1.2549877E+01,28641,  1.5033977E-04,  1.2261312E-02,  2.2772431E+01,  3.4000003E-04
344,  1.2502611E+01,28927,  1.4885730E-04,  1.2200709E-02,  2.2682898E+01,  3.3399998E-04
345,  1.2507179E+01,29216,  1.4739275E-04,  1.2140541E-02,  2.2691550E+01,  3.3700000E-04
346,  1.2428151E+01,29508,  1.4607165E-04,  1.2086011E-02,  2.2541854E+01,  3.4400006E-04
347,  1.2501418E+01,29803,  1.4462886E-04,  1.2026174E-02,  2.2680638E+01,  3.4500007E-04
348,  1.2491027E+01,30101,  1.4319701E-04,  1.1966495E-02,  2.2660954E+01,  3.9700000E-04
349,  1.2508855E+01,30402,  1.4178878E-04,  1.1907509E-02,  2.2694725E+01,  3.5199989E-04
350,  1.2534219E+01,30706,  1.4044333E-04,  1.1850879E-02,  2.2742771E+01,  3.5799993E-04
351,  1.2513596E+01,31013,  1.3906809E-04,  1.1792713E-02,  2.2703706E+01,  3.6099995E-04
352,  1.2533304E+01,31323,  1.3774598E-04,  1.1736524E-02,  2.2741037E+01,  7.4099982E-04
353,  1.2536372E+01,31636,  1.3644481E-04,  1.1680959E-02,  2.2746848E+01,  5.9400010E-04
354,  1.2536836E+01,31952,  1.3515738E-04,  1.1625721E-02,  2.2747728E+01,  5.9899990E-04
355,  1.2553294E+01,32271,  1.3393596E-04,  1.1573070E-02,  2.2778903E+01,  6.0999999E-04
356,  1.2477795E+01,32593,  1.3261937E-04,  1.1516048E-02,  2.2635891E+01,  4.8900000E-04
357,  1.2507217E+01,32918,  1.3131653E-04,  1.1459343E-02,  2.2691622E+01,  1.8800003E-04
358,  1.2363205E+01,33247,  1.3051886E-04,  1.1424485E-02,  2.2418830E+01,  1.8900004E-04
359,  1.2515082E+01,33579,  1.2924393E-04,  1.1368550E-02,  2.2706522E+01,  1.9100006E-04
360,  1.2504362E+01,33914,  1.2797154E-04,  1.1312451E-02,  2.2686214E+01,  1.9400008E-04
361,  1.2511563E+01,34253,  1.2671580E-04,  1.1256811E-02,  2.2699855E+01,  1.9500009E-04
362,  1.2544644E+01,34595,  1.2554193E-04,  1.1204549E-02,  2.2762519E+01,  3.2499991E-04
363,  1.2519820E+01,34940,  1.2432361E-04,  1.1150050E-02,  2.2715495E+01,  3.4700008E-04
364,  1.2503970E+01,35289,  1.2309772E-04,  1.1094941E-02,  2.2685471E+01,  3.5899994E-04
365,  1.2504621E+01,35641,  1.2188599E-04,  1.1040199E-02,  2.2686705E+01,  3.5299989E-04
366,  1.2529295E+01,35997,  1.2071779E-04,  1.0987165E-02,  2.2733444E+01,  4.6700006E-04
367,  1.2515720E+01,36356,  1.1954023E-04,  1.0933445E-02,  2.2707729E+01,  5.5599981E-04
368,  1.2528555E+01,36719,  1.1839318E-04,  1.0880863E-02,  2.2732042E+01,  2.1000020E-04
369,  1.2536466E+01,37086,  1.1727261E-04,  1.0829248E-02,  2.2747027E+01,  2.1199998E-04
370,  1.2453142E+01,37456,  1.1615644E-04,  1.0777590E-02,  2.2589193E+01,  2.1400000E-04
371,  1.2455334E+01,37830,  1.1504524E-04,  1.0725915E-02,  2.2593344E+01,  2.1700002E-04
372,  1.2423069E+01,38208,  1.1403395E-04,  1.0678668E-02,  2.2532227E+01,  2.1800003E-04
373,  1.2510877E+01,38590,  1.1291373E-04,  1.0626087E-02,  2.2698555E+01,  2.2000005E-04
374,  1.2442989E+01,38975,  1.1186145E-04,  1.0576457E-02,  2.2569960E+01,  2.2099982E-04
375,  1.2457511E+01,39364,  1.1078705E-04,  1.0525543E-02,  2.2597467E+01,  4.2399997E-04
376,  1.2532418E+01,39757,  1.0973201E-04,  1.0475305E-02,  2.2739360E+01,  3.9399997E-04
377,  1.2520543E+01,40154,  1.0866655E-04,  1.0424325E-02,  2.2716865E+01,  4.1700015E-04
378,  1.2446922E+01,40555,  1.0764338E-04,  1.0375133E-02,  2.2577410E+01,  7.5999997E-04
379,  1.2517239E+01,40960,  1.0659393E-04,  1.0324434E-02,  2.2710606E+01,  1.1219999E-03
380,  1.2463532E+01,41369,  1.0556036E-04,  1.0274257E-02,  2.2608873E+01,  7.9099997E-04
381,  1.2510705E+01,41782,  1.0452484E-04,  1.0223739E-02,  2.2698231E+01,  6.9999998E-04
382,  1.2514649E+01,42199,  1.0350349E-04,  1.0173667E-02,  2.2705702E+01,  3.5799993E-04
383,  1.2474490E+01,42620,  1.0248872E-04,  1.0123671E-02,  2.2629629E+01,  3.7400005E-04
384,  1.2525753E+01,43046,  1.0149999E-04,  1.0074721E-02,  2.2726734E+01,  3.6500022E-04
385,  1.2463277E+01,43476,  1.0051584E-04,  1.0025759E-02,  2.2608389E+01,  3.9900001E-04
386,  1.2481132E+01,43910,  9.9525297E-05,  9.9762366E-03,  2.2642211E+01,  5.1000016E-04
387,  1.2508383E+01,44349,  9.8545759E-05,  9.9270217E-03,  2.2693831E+01,  8.2900003E-04
388,  1.2495191E+01,44792,  9.7571258E-05,  9.8778165E-03,  2.2668842E+01,  6.9699995E-04
389,  1.2485139E+01,45239,  9.6608366E-05,  9.8289555E-03,  2.2649801E+01,  3.8300012E-04
390,  1.2500311E+01,45691,  9.5653959E-05,  9.7802842E-03,  2.2678541E+01,  4.0100003E-04
391,  1.2560342E+01,46147,  9.4808026E-05,  9.7369413E-03,  2.2792254E+01,  3.9099995E-04
392,  1.2503519E+01,46608,  9.3872746E-05,  9.6887949E-03,  2.2684619E+01,  3.9599999E-04
393,  1.2525201E+01,47074,  9.2965741E-05,  9.6418744E-03,  2.2725688E+01,  4.0000002E-04
394,  1.2494695E+01,47544,  9.2046773E-05,  9.5941009E-03,  2.2667902E+01,  4.0399982E-04
395,  1.2515390E+01,48019,  9.1146784E-05,  9.5470825E-03,  2.2707105E+01,  4.0800008E-04
396,  1.2533494E+01,48499,  9.0278550E-05,  9.5015025E-03,  2.2741398E+01,  4.1200011E-04
397,  1.2538787E+01,48983,  8.9429157E-05,  9.4566990E-03,  2.2751423E+01,  4.0599983E-04
398,  1.2484199E+01,49472,  8.8546795E-05,  9.4099307E-03,  2.2648021E+01,  3.7100003E-04
399,  1.2455212E+01,49966,  8.7700008E-05,  9.3648283E-03,  2.2593113E+01,  3.7499983E-04
400,  1.2503265E+01,50465,  8.6834888E-05,  9.3185239E-03,  2.2684136E+01,  3.8000010E-04
401,  1.2483068E+01,50969,  8.5978161E-05,  9.2724410E-03,  2.2645879E+01,  5.6300010E-04
402,  1.2508296E+01,51478,  8.5132543E-05,  9.2267298E-03,  2.2693667E+01,  9.6099987E-04
403,  1.2504614E+01,51992,  8.4293461E-05,  9.1811470E-03,  2.2686693E+01,  9.1599999E-04
404,  1.2516116E+01,52511,  8.3470399E-05,  9.1362136E-03,  2.2708479E+01,  7.2999997E-04
405,  1.2481811E+01,53036,  8.2646528E-05,  9.0910136E-03,  2.2643498E+01,  8.3899987E-04
406,  1.2479538E+01,53566,  8.1832210E-05,  9.0461157E-03,  2.2639193E+01,  1.3270001E-03
407,  1.2530528E+01,54101,  8.1048828E-05,  9.0027122E-03,  2.2735779E+01,  1.0250001E-03
408,  1.2527077E+01,54642,  8.0267356E-05,  8.9592051E-03,  2.2729241E+01,  7.6000020E-04
409,  1.2480942E+01,55188,  7.9475959E-05,  8.9149290E-03,  2.2641852E+01,  7.1200007E-04
410,  1.2497805E+01,55739,  7.8690672E-05,  8.8707763E-03,  2.2673793E+01,  6.3699996E-04
411,  1.2458759E+01,56296,  7.7933141E-05,  8.8279749E-03,  2.2599831E+01,  6.4400001E-04
412,  1.2468001E+01,56858,  7.7173909E-05,  8.7848682E-03,  2.2617339E+01,  6.5000006E-04
413,  1.2544562E+01,57426,  7.6456600E-05,  8.7439465E-03,  2.2762362E+01,  6.9999998E-04
414,  1.2458928E+01,58000,  7.5720146E-05,  8.7017323E-03,  2.2600152E+01,  1.0319999E-03
415,  1.2581040E+01,58580,  7.5102043E-05,  8.6661435E-03,  2.2831460E+01,  1.1239999E-03
416,  1.2460461E+01,59165,  7.4377678E-05,  8.6242494E-03,  2.2603057E+01,  1.1199999E-03
417,  1.2524626E+01,59756,  7.3658478E-05,  8.5824518E-03,  2.2724600E+01,  1.0820001E-03
418,  1.2557031E+01,60353,  7.2996913E-05,  8.5438231E-03,  2.2785982E+01,  7.6800003E-04
419,  1.2518008E+01,60956,  7.2284628E-05,  8.5020367E-03,  2.2712064E+01,  6.9799996E-04
420,  1.2516097E+01,61565,  7.1577818E-05,  8.4603675E-03,  2.2708443E+01,  7.0900004E-04
421,  1.2527558E+01,62180,  7.0888357E-05,  8.4195223E-03,  2.2730153E+01,  7.2199991E-04
422,  1.2492795E+01,62801,  7.0187387E-05,  8.3777913E-03,  2.2664303E+01,  7.9200021E-04
423,  1.2477111E+01,63429,  6.9496780E-05,  8.3364729E-03,  2.2634595E+01,  7.3800003E-04
424,  1.2489423E+01,64063,  6.8809271E-05,  8.2951354E-03,  2.2657917E+01,  6.6799996E-04
425,  1.2443227E+01,64703,  6.8167816E-05,  8.2563803E-03,  2.2570410E+01,  6.4500002E-04
426,  1.2482824E+01,65350,  6.7494651E-05,  8.2155129E-03,  2.2645416E+01,  6.4700004E-04
427,  1.2521097E+01,66003,  6.6838406E-05,  8.1754759E-03,  2.2717914E+01,  6.6600018E-04
428,  1.2555904E+01,66663,  6.6234847E-05,  8.1384794E-03,  2.2783848E+01,  5.0600013E-04
429,  1.2510369E+01,67329,  6.5583779E-05,  8.0983812E-03,  2.2697593E+01,  3.8299989E-04
430,  1.2471232E+01,68002,  6.4942132E-05,  8.0586681E-03,  2.2623459E+01,  3.8799993E-04
431,  1.2499197E+01,68682,  6.4299591E-05,  8.0187026E-03,  2.2676432E+01,  6.3200016E-04
432,  1.2483863E+01,69368,  6.3665096E-05,  7.9790410E-03,  2.2647385E+01,  6.9599994E-04
433,  1.2468840E+01,70061,  6.3044133E-05,  7.9400336E-03,  2.2618928E+01,  7.2899996E-04
434,  1.2574489E+01,70761,  6.2512680E-05,  7.9064961E-03,  2.2819051E+01,  5.6399987E-04
435,  1.2519849E+01,71468,  6.1903733E-05,  7.8678926E-03,  2.2715550E+01,  4.0700007E-04
436,  1.2539127E+01,72182,  6.1319715E-05,  7.8306906E-03,  2.2752068E+01,  4.1399989E-04
437,  1.2449346E+01,72903,  6.0740511E-05,  7.7936199E-03,  2.2582000E+01,  4.1400013E-04
438,  1.2521559E+01,73632,  6.0149529E-05,  7.7556128E-03,  2.2718789E+01,  6.2699988E-04
439,  1.2490134E+01,74368,  5.9554431E-05,  7.7171517E-03,  2.2659264E+01,  7.3800003E-04
440,  1.2528042E+01,75111,  5.8980777E-05,  7.6798943E-03,  2.2731070E+01,  7.3400000E-04
441,  1.2521756E+01,75862,  5.8407020E-05,  7.6424486E-03,  2.2719163E+01,  6.4500002E-04
442,  1.2516558E+01,76620,  5.7835785E-05,  7.6049842E-03,  2.2709316E+01,  6.5000006E-04
443,  1.2522775E+01,77386,  5.7273889E-05,  7.5679514E-03,  2.2721094E+01,  9.0299989E-04
444,  1.2498120E+01,78159,  5.6707636E-05,  7.5304472E-03,  2.2674391E+01,  1.6930001E-03
445,  1.2463537E+01,78940,  5.6158458E-05,  7.4938947E-03,  2.2608883E+01,  8.4200012E-04
446,  1.2498940E+01,79729,  5.5602997E-05,  7.4567417E-03,  2.2675944E+01,  6.7800004E-04
447,  1.2514632E+01,80526,  5.5057874E-05,  7.4200993E-03,  2.2705669E+01,  8.4300013E-04
448,  1.2465447E+01,81331,  5.4523036E-05,  7.3839716E-03,  2.2612501E+01,  7.0899981E-04
449,  1.2485929E+01,82144,  5.3984214E-05,  7.3473950E-03,  2.2651298E+01,  6.9700019E-04
450,  1.2486187E+01,82965,  5.3450745E-05,  7.3110016E-03,  2.2651786E+01,  7.0400001E-04
451,  1.2487594E+01,83794,  5.2922433E-05,  7.2747806E-03,  2.2654453E+01,  7.1099983E-04
452,  1.2512653E+01,84631,  5.2403102E-05,  7.2389987E-03,  2.2701919E+01,  7.1800011E-04
453,  1.2503759E+01,85477,  5.1885530E-05,  7.2031611E-03,  2.2685072E+01,  6.4400001E-04
454,  1.2483960E+01,86331,  5.1373458E-05,  7.1675280E-03,  2.2647568E+01,  6.4699980E-04
455,  1.2496161E+01,87194,  5.0865033E-05,  7.1319726E-03,  2.2670681E+01,  6.5400009E-04
456,  1.2565799E+01,88065,  5.0420196E-05,  7.1007180E-03,  2.2802591E+01,  6.6299993E-04
457,  1.2519508E+01,88945,  4.9928497E-05,  7.0660100E-03,  2.2714905E+01,  6.6899997E-04
458,  1.2510274E+01,89834,  4.9437227E-05,  7.0311611E-03,  2.2697414E+01,  6.7300000E-04
459,  1.2461674E+01,90732,  4.8959670E-05,  6.9971187E-03,  2.2605353E+01,  6.8999990E-04
460,  1.2465016E+01,91639,  4.8484408E-05,  6.9630746E-03,  2.2611684E+01,  6.8999990E-04
461,  1.2470953E+01,92555,  4.8010395E-05,  6.9289534E-03,  2.2622930E+01,  7.2399992E-04
462,  1.2526306E+01,93480,  4.7546347E-05,  6.8953859E-03,  2.2727781E+01,  7.0099998E-04
463,  1.2591124E+01,94414,  4.7175203E-05,  6.8684207E-03,  2.2850562E+01,  8.1499992E-04
464,  1.2501545E+01,95358,  4.6708713E-05,  6.8343773E-03,  2.2680879E+01,  8.6100004E-04
465,  1.2515626E+01,96311,  4.6251167E-05,  6.8008210E-03,  2.2707551E+01,  7.2199991E-04
466,  1.2465525E+01,97274,  4.5801896E-05,  6.7677098E-03,  2.2612649E+01,  7.2400016E-04
467,  1.2460819E+01,98246,  4.5360230E-05,  6.7350004E-03,  2.2603735E+01,  6.7400001E-04
468,  1.2483108E+01,99228,  4.4912598E-05,  6.7016862E-03,  2.2645954E+01,  6.7099999E-04
469,  1.2520409E+01,100220,  4.4474802E-05,  6.6689431E-03,  2.2716611E+01,  6.7500002E-04
470,  1.2462628E+01,101222,  4.4044493E-05,  6.6366025E-03,  2.2607160E+01,  6.7900005E-04
471,  1.2532774E+01,102234,  4.3622922E-05,  6.6047651E-03,  2.2740034E+01,  6.8999990E-04
472,  1.2519992E+01,103256,  4.3197472E-05,  6.5724784E-03,  2.2715822E+01,  6.9399993E-04
473,  1.2549748E+01,104288,  4.2799240E-05,  6.5421128E-03,  2.2772187E+01,  7.0300000E-04
474,  1.2496821E+01,105330,  4.2375882E-05,  6.5096761E-03,  2.2671930E+01,  7.0700003E-04
475,  1.2541471E+01,106383,  4.1977049E-05,  6.4789698E-03,  2.2756508E+01,  7.1400008E-04
476,  1.2510233E+01,107446,  4.1563996E-05,  6.4470145E-03,  2.2697335E+01,  7.2300015E-04
477,  1.2495097E+01,108520,  4.1152643E-05,  6.4150326E-03,  2.2668664E+01,  7.3099998E-04
478,  1.2490491E+01,109605,  4.0745425E-05,  6.3832143E-03,  2.2659940E+01,  6.9099991E-04
479,  1.2480693E+01,110701,  4.0343792E-05,  6.3516763E-03,  2.2641380E+01,  7.6900003E-04
480,  1.2499162E+01,111808,  3.9944527E-05,  6.3201683E-03,  2.2676365E+01,  6.8899989E-04
481,  1.2507605E+01,112926,  3.9550534E-05,  6.2889216E-03,  2.2692358E+01,  6.9599994E-04
482,  1.2485804E+01,114055,  3.9159726E-05,  6.2577733E-03,  2.2651061E+01,  7.0300000E-04
483,  1.2516738E+01,115195,  3.8776395E-05,  6.2270695E-03,  2.2709658E+01,  7.0800004E-04
484,  1.2482189E+01,116346,  3.8394133E-05,  6.1963000E-03,  2.2644214E+01,  7.1699987E-04
485,  1.2513047E+01,117509,  3.8016991E-05,  6.1657920E-03,  2.2702666E+01,  7.2399992E-04
486,  1.2467356E+01,118684,  3.7646924E-05,  6.1357090E-03,  2.2616117E+01,  7.3099998E-04
487,  1.2492639E+01,119870,  3.7274476E-05,  6.1052826E-03,  2.2664009E+01,  7.9399999E-04
488,  1.2493154E+01,121068,  3.6905652E-05,  6.0750022E-03,  2.2664985E+01,  1.2449999E-03
489,  1.2490487E+01,122278,  3.6540594E-05,  6.0448817E-03,  2.2659932E+01,  6.9899997E-04
490,  1.2485453E+01,123500,  3.6179721E-05,  6.0149581E-03,  2.2650396E+01,  1.3390002E-03
491,  1.2509285E+01,124735,  3.5823212E-05,  5.9852495E-03,  2.2695539E+01,  7.0800004E-04
492,  1.2505524E+01,125982,  3.5469551E-05,  5.9556319E-03,  2.2688415E+01,  7.1400008E-04
493,  1.2486424E+01,127241,  3.5119131E-05,  5.9261396E-03,  2.2652235E+01,  7.2299992E-04
494,  1.2515271E+01,128513,  3.4774810E-05,  5.8970170E-03,  2.2706878E+01,  7.2999997E-04
495,  1.2480066E+01,129798,  3.4432193E-05,  5.8678951E-03,  2.2640193E+01,  7.3500001E-04
496,  1.2536952E+01,131095,  3.4105113E-05,  5.8399583E-03,  2.2747948E+01,  7.4399984E-04
497,  1.2478159E+01,132405,  3.3769766E-05,  5.8111759E-03,  2.2636580E+01,  7.5200014E-04
498,  1.2497028E+01,133729,  3.3435460E-05,  5.7823403E-03,  2.2672323E+01,  7.2799996E-04
499,  1.2471589E+01,135066,  3.3108455E-05,  5.7539947E-03,  2.2624134E+01,  7.1699987E-04
500,  1.2508697E+01,136416,  3.2782233E-05,  5.7255771E-03,  2.2694427E+01,  7.2199991E-04
501,  1.2520972E+01,137780,  3.2462672E-05,  5.6976023E-03,  2.2717679E+01,  1.5100001E-03
502,  1.2506074E+01,139157,  3.2142352E-05,  5.6694226E-03,  2.2689457E+01,  1.9410001E-03
503,  1.2496981E+01,140548,  3.1824271E-05,  5.6413005E-03,  2.2672233E+01,  1.9580000E-03
504,  1.2494589E+01,141953,  3.1509284E-05,  5.6133131E-03,  2.2667702E+01,  1.9749999E-03
505,  1.2528017E+01,143372,  3.1205090E-05,  5.5861516E-03,  2.2731023E+01,  1.7780000E-03
